"Patch","Date","Url"
"3.35","","https://na.finalfantasyxiv.com/lodestone/topics/detail/498f86d8acb4d44925b3f83e96c82c85a550f9a0"
"3.38","","https://na.finalfantasyxiv.com/lodestone/topics/detail/e4b6631397ff961d32d63a6a5b275bb2bbd2382d"
"3.4","2016-09-26","https://na.finalfantasyxiv.com/lodestone/topics/detail/159309cb1ef0706cf37a9a91e3e18865b70097a6"
"3.41","2016-10-18","https://na.finalfantasyxiv.com/lodestone/topics/detail/f521043481b76b6e081c2f311ce013ea15fc8117"
"3.45","2016-11-01","https://na.finalfantasyxiv.com/lodestone/topics/detail/c55a99e864094c0c7dfcbde0fa35bd9fda60dfcb"
"3.5","2017-01-16","https://na.finalfantasyxiv.com/lodestone/topics/detail/d90ea3ee6d083eaba4f22e5deefe934b0a0a464e"
"3.51","2017-01-26","https://na.finalfantasyxiv.com/lodestone/topics/detail/12ed915838dbdc22fe36871a2604f9b1d97b848d"
"3.55a","2017-02-28","https://na.finalfantasyxiv.com/lodestone/topics/detail/18f5ec1117033baa6574e9428acd375129aa498e"
"3.55b","2017-03-09","https://na.finalfantasyxiv.com/lodestone/topics/detail/d702c56b0d28cd257090bb292c23471f85772028"
"3.56","2017-03-28","https://na.finalfantasyxiv.com/lodestone/topics/detail/26738a49887f2b9f9e6b0aa67ae5f7d1a09dd1f2"
"3.57","2017-04-18","https://na.finalfantasyxiv.com/lodestone/topics/detail/7ee22ba181fbc53f3579bb5d97e21a459f2ab5b3"
"4.0","2017-06-16","https://na.finalfantasyxiv.com/lodestone/topics/detail/296b070f41c0e0dedae24de50ae7c51abfa95055"
"4.01","2017-07-04","https://na.finalfantasyxiv.com/lodestone/topics/detail/33efbf65a7c6b86b3c62816b7a75523012584b54"
"4.05","2017-07-18","https://na.finalfantasyxiv.com/lodestone/topics/detail/782e44043959ae82ead5c6745dac3297a0083b69"
"4.06a","2017-08-29","https://na.finalfantasyxiv.com/lodestone/topics/detail/2b058731112d9859b50789e65fcc86e77977f3e5"
"4.06","2017-08-08","https://na.finalfantasyxiv.com/lodestone/topics/detail/28053f7fa83022c6b203fdcfbd32b042fee8619c"
"4.1","2017-10-10","https://na.finalfantasyxiv.com/lodestone/topics/detail/cfd6b53bc9cd08b494512a662c04942848db9539"
"4.11","2017-10-24","https://na.finalfantasyxiv.com/lodestone/topics/detail/aee832c2c57456a26f36531c78380e74202d0d75"
"4.15","2017-11-21","https://na.finalfantasyxiv.com/lodestone/topics/detail/fc2b7b7429f139b0bbab2f19620f3c1efcf30368"
"4.18","2017-12-12","https://na.finalfantasyxiv.com/lodestone/topics/detail/fb2cfeec68d0da7ae33b84f5c2eee0e39c815192"
"4.2","2018-01-29","https://na.finalfantasyxiv.com/lodestone/topics/detail/75c691f90f4a7da3907f0671ac33e139e9792abf"
"4.21","2018-02-14","https://na.finalfantasyxiv.com/lodestone/topics/detail/98f632cc4aaa15ac51d0d581c72dc03d12d5c51a"
"4.25","2018-03-13","https://na.finalfantasyxiv.com/lodestone/topics/detail/5ad19879fc01a5d878af9a7f90f29e4a2394c5b4"
"4.3","2018-05-21","https://na.finalfantasyxiv.com/lodestone/topics/detail/13e322580acb8e9861160a6e08ccabfaff09eeee"
"4.31","2018-06-05","https://na.finalfantasyxiv.com/lodestone/topics/detail/661a0c5168742c1b2c1bacb42af5736902d63c36"
"4.35","2018-07-03","https://na.finalfantasyxiv.com/lodestone/topics/detail/9bec77e23715121624f84c7a17c0ad0afa003977"
"4.36","2018-08-07","https://na.finalfantasyxiv.com/lodestone/topics/detail/5cd214d57cdf76296a16db00a0a0f6e5e87212b0"
"4.4","2018-09-18","https://na.finalfantasyxiv.com/lodestone/topics/detail/cc70f5b1c61174463b431d06424e6be8f2701ef6"
"4.41","2018-10-02","https://na.finalfantasyxiv.com/lodestone/topics/detail/09707bd11f14584d48cb97f093d320c3bb3ecded"
"4.45","2018-11-06","https://na.finalfantasyxiv.com/lodestone/topics/detail/2580dbb66daca8405ce1c051dbb1970d66c5f22a"
"4.5","2019-01-07","https://na.finalfantasyxiv.com/lodestone/topics/detail/97afed7c0efbbe8260755f948d0cf2b912d71121"
"4.55","2019-02-12","https://na.finalfantasyxiv.com/lodestone/topics/detail/5e197cab52a09dd4f8de83e1f6d5e0bca4289061"
"4.56","2019-03-26","https://na.finalfantasyxiv.com/lodestone/topics/detail/e597114c5473edae40f259a45abe138f4d2a46e6"
"4.57","2019-04-23","https://na.finalfantasyxiv.com/lodestone/topics/detail/3caf18c98fb67021b20b4123ad5b57f985645aeb"
"4.58","2019-05-14","https://na.finalfantasyxiv.com/lodestone/topics/detail/76e462d96058ff6e0171dbe6cfdc1d3c23d57039"
"5.0","2019-06-27","https://na.finalfantasyxiv.com/lodestone/topics/detail/330f2b280067d69d85b17831c66712a499e97484"
"5.01","2019-07-16","https://na.finalfantasyxiv.com/lodestone/topics/detail/4ddd33c83933ec4ad3dccb0e6538bbb9e85e63e7"
"5.05","2019-07-30","https://na.finalfantasyxiv.com/lodestone/topics/detail/b6083dbda4e9497698b64163ffc8cee52472b81a"
"5.08","2019-08-29","https://na.finalfantasyxiv.com/lodestone/topics/detail/f9f9bc037d81305bd34c688b701db7c6162503b9"
"5.1","2019-10-29","https://na.finalfantasyxiv.com/lodestone/topics/detail/3a23a8ba13b2c4152681ec4fa5716915b851002f"
"5.11","2019-11-12","https://na.finalfantasyxiv.com/lodestone/topics/detail/d7d53d91c131adfdc71ad0f270f1d38252e5aa39"
"5.15","2019-12-10","https://na.finalfantasyxiv.com/lodestone/topics/detail/c8640b7f57d04db1acf5434d9812b102c455cb79"
"5.18","2019-12-24","https://na.finalfantasyxiv.com/lodestone/topics/detail/36ab41b81c81a289336f63c1b9d40f6ed444ca9c"
"5.2","2020-02-18","https://na.finalfantasyxiv.com/lodestone/topics/detail/b0151eaed1faecb46061b947cf9c08bed75d230d"
"5.21","2020-03-10","https://na.finalfantasyxiv.com/lodestone/topics/detail/9ee566b4cad525c8330bfb3c09591b3f63f433fd"
"5.25","2020-04-07","https://na.finalfantasyxiv.com/lodestone/topics/detail/b1a1fb2c812285a29a27bf477b0c895c78666296"
"5.3","2020-08-10","https://na.finalfantasyxiv.com/lodestone/topics/detail/c2f8c5ba14d9cfaa09d5aab63c5c2da260eae21a"
"5.31","2020-09-08","https://na.finalfantasyxiv.com/lodestone/topics/detail/193fc17936818e36fb58224398aaabda0a6f6adc"
"5.35","2020-10-13","https://na.finalfantasyxiv.com/lodestone/topics/detail/f1e5bfcb2a0bf477bcc8c81845c440f300e12f75"
"5.4","2020-12-07","https://na.finalfantasyxiv.com/lodestone/topics/detail/230f6e0af3536f9a40654d783c8c2f1094131070"
"5.41","2021-01-12","https://na.finalfantasyxiv.com/lodestone/topics/detail/bb3c277326e77817273a0029760223422d86935a"
"5.45","2021-02-02","https://na.finalfantasyxiv.com/lodestone/topics/detail/a65cab900e97855414cd1acab0a2070ed1b8e41b"
"5.5","2021-04-13","https://na.finalfantasyxiv.com/lodestone/topics/detail/6526ce95a595e8a557b55736f85f19687dc11883"
"5.55","2021-05-25","https://na.finalfantasyxiv.com/lodestone/topics/detail/fdea72f70dafb7da0f7145ebc3f8c7d56dacb702"
"5.57","2021-06-22","https://na.finalfantasyxiv.com/lodestone/topics/detail/4f379e06b6471c55ea02f138b6ada581b088ab2e"
"5.58","2021-07-20","https://na.finalfantasyxiv.com/lodestone/topics/detail/20c842781ec0a2ebd7a2ad2510e8849372cb139e"
"6.0","2021-12-02","https://na.finalfantasyxiv.com/lodestone/topics/detail/bdd208b52ddababad086dc9679e96a8412962edf/"
"6.01","2021-12-21","https://na.finalfantasyxiv.com/lodestone/topics/detail/bba3f0b1f5c8d2708d7a126957ad76fb30c4eb71/"
"6.05","2022-01-04","https://na.finalfantasyxiv.com/lodestone/topics/detail/674bcc0a4da4caba1ded710a7af99389094d52a8/"
"6.08","2022-01-25","https://na.finalfantasyxiv.com/lodestone/topics/detail/9325d2a5dae2ac34b9f970c803848e8fb1c3aaf7/"
"6.1","2022-04-11","https://na.finalfantasyxiv.com/lodestone/topics/detail/c73cd284013587066d8f9e697fab1db9f007372c/"
"6.11","2022-04-26","https://na.finalfantasyxiv.com/lodestone/topics/detail/6a3e8bf216810babcbe07b2842488577ec22cb54/"
"6.11a","2022-05-24","https://na.finalfantasyxiv.com/lodestone/topics/detail/d88afafea8d33e11ff14d39f3d07ff7412b92b79/"
"6.15","2022-06-07","https://na.finalfantasyxiv.com/lodestone/topics/detail/91ca242abdbf0750db28d01f4f38d27c3aea617b/"
"6.18","2022-07-04","https://na.finalfantasyxiv.com/lodestone/topics/detail/aa641701b181ebf66aaf3264896b65acdbd23850/"
"6.2","2022-08-23","https://na.finalfantasyxiv.com/lodestone/topics/detail/6eee1ca8a733856669d901d95d2fa9db46a466e6/"
"6.21","2022-09-13","https://na.finalfantasyxiv.com/lodestone/topics/detail/3740d2052d6f21aa5d3b8d4cc94795a082fca0f6/"
"6.25","2022-10-18","https://na.finalfantasyxiv.com/lodestone/topics/detail/0210a35806ead4c80482b12a3edd9eb5e4db5bb0/"
"6.28","2022-11-01","https://na.finalfantasyxiv.com/lodestone/topics/detail/c8900c4aae544f7a013a49553aa104c1961a5c87/"
"6.3","2023-01-10","https://na.finalfantasyxiv.com/lodestone/topics/detail/764840557caa22a8f77550b480aa3c79b2e733d2/"
"6.31","2023-01-24","https://na.finalfantasyxiv.com/lodestone/topics/detail/8eebddf71a43266f45fba4c27b78853be2801343/"
"6.35","2023-03-07","https://na.finalfantasyxiv.com/lodestone/topics/detail/549b10141c2add85f11595f5ba39127cc0433327/"
"6.38","2023-04-03","https://na.finalfantasyxiv.com/lodestone/topics/detail/99372e256a66b3103f633b1951efb38c9a050aab/"
"6.4","2023-05-23","https://na.finalfantasyxiv.com/lodestone/topics/detail/7533e7a9b6b72d8e5aad3c1e7c4247967b3ee196/"
"6.41","2023-06-20","https://na.finalfantasyxiv.com/lodestone/topics/detail/6f516e5324d82e5781fcdf0c4d5c29497c2f477c/"
"6.45","2023-07-18","https://na.finalfantasyxiv.com/lodestone/topics/detail/2a6c65f39b5b16b58bd4f0d9b1edaa8c0b7ec4f3/"
"6.48","2023-08-08","https://na.finalfantasyxiv.com/lodestone/topics/detail/77ced00c8fc9b818f7a31b9925162a7007bf7882/"
"6.5","2023-10-02","https://na.finalfantasyxiv.com/lodestone/topics/detail/e17ce5b98068f6972379cef5adbc6c4b664f9780/"
"6.51","2023-10-31","https://na.finalfantasyxiv.com/lodestone/topics/detail/46ff678d764ec5b14996fcd2fae85a7170f385f0/"
"6.55","2024-01-16","https://na.finalfantasyxiv.com/lodestone/topics/detail/012d8e96b662a92eb4405c25b9958184db248348/"
"6.57","2024-02-13","https://na.finalfantasyxiv.com/lodestone/topics/detail/b059cefcbd31366a4614b8e93ff1eef1288f6e60/"
"6.58","2024-03-19","https://na.finalfantasyxiv.com/lodestone/topics/detail/f679ab8855882f6c1d2415fb79067160ef629d31/"
"7.0","2024-06-27","https://na.finalfantasyxiv.com/lodestone/topics/detail/d7db61f938f9cea65e4c5cd261918edb036b3004/"
"7.01","2024-07-16","https://na.finalfantasyxiv.com/lodestone/topics/detail/0ad1ca4bbafeb2ee244994bee15b3a74c0278e1d/"
"7.05","2024-07-30","https://na.finalfantasyxiv.com/lodestone/topics/detail/3a247a30e096e56b701157cd9fb903299a244c2f/"
"7.1","2024-11-12","https://na.finalfantasyxiv.com/lodestone/topics/detail/9b42b2425f3a680caea3281ccd65c99677cb00e2/"
"7.11","2024-11-26","https://na.finalfantasyxiv.com/lodestone/topics/detail/f8506f4808c8db5d061b31eb511dc946902712f4/"
"7.15","2024-12-17","https://na.finalfantasyxiv.com/lodestone/topics/detail/864c7e51128b7a1dced4e193dcaefe7891620f8d/"
"7.16","2025-01-21","https://na.finalfantasyxiv.com/lodestone/topics/detail/5cf11b096edd33c679bd29894d7e1972ed22c350/"
"7.18","2025-02-25","https://na.finalfantasyxiv.com/lodestone/topics/detail/5bf940a5cc288227434e21754f89eceb44805977/"
"7.2","2025-03-24","https://na.finalfantasyxiv.com/lodestone/topics/detail/3c4910f373e497acd3428c37f6358e341e4cc06d/"
"7.21","2025-04-22","https://na.finalfantasyxiv.com/lodestone/topics/detail/6f824223a7e10da7b9b7dfc84f626d10d4df88b3/"
"7.25","2025-05-27","https://na.finalfantasyxiv.com/lodestone/topics/detail/3c12f110983c5f4288d43aa5ac2ed3c022a75b48/"
"7.3","2025-08-05","https://na.finalfantasyxiv.com/lodestone/topics/detail/c04405c6cbe8519a0b6c8aa5e4d88a5d447419c9/"
"7.31","2025-09-02","https://na.finalfantasyxiv.com/lodestone/topics/detail/c04270777c63cabaa29d718eed4be4c1fca86c27/"
"7.35","2025-10-07","https://na.finalfantasyxiv.com/lodestone/topics/detail/9d2cad7a1028016719060b5ae3caeb5e369c89e9/"
"7.38","2025-11-11","https://na.finalfantasyxiv.com/lodestone/topics/detail/85a6675e2d561446784faae5a43fac4af65554f1/"
"7.4","2025-12-16","https://na.finalfantasyxiv.com/lodestone/topics/detail/06944d892fd98cc00b2a28ff77edbafa4f7eef54/"
"7.41","2026-01-27","https://na.finalfantasyxiv.com/lodestone/topics/detail/fa89e48b03a6bf6deac50a23fdfc39f7df64fb2a/"
"7.45","2026-03-03","https://na.finalfantasyxiv.com/lodestone/topics/detail/2e8a10c44121af50ce86e1b605e10608e15f24d6/"
"7.5","2026-04-28","https://na.finalfantasyxiv.com/lodestone/topics/detail/07320affa7e0fcd9685afcbe54fbf55405b6d822/"
"7.51","2026-06-02","https://na.finalfantasyxiv.com/lodestone/topics/detail/c46881a31a2c90d0965493c921b434eca09113f8/"
"7.55","2026-07-28","https://na.finalfantasyxiv.com/lodestone/topics/detail/99b6bfb8ecac428c7d3bb37dcb84b52f1064320b/"
"7.56","2026-09-08","https://na.finalfantasyxiv.com/lodestone/topics/detail/a8a526ad64db45c8ca8d1c7fdcce8a5eedaa18bc/"
